Node Indices,Score
"(3190, 1837, 1382)",0.6049949526786804
"(1800, 3793, 309)",0.6049941182136536
"(1800, 4177, 2028)",0.6049903631210327
"(1800, 4456, 1836)",0.6049886345863342
"(1704, 1349, 2775)",0.6049820780754089
"(2529, 2775, 1943)",0.6049791574478149
"(1800, 1836, 3024)",0.6049776673316956
"(5437, 444, 597)",0.6049750447273254
"(4545, 1050, 438)",0.604974091053009
"(3017, 2354, 1491)",0.6049690842628479
"(1800, 2297, 4614)",0.6049661636352539
"(1809, 4543, 1799)",0.6049659848213196
"(1963, 3212, 1446)",0.6049638986587524
"(1825, 2122, 3177)",0.6049631834030151
"(2297, 1382, 4511)",0.6049628257751465
"(2529, 1470, 2775)",0.6049575209617615
"(1800, 4332, 1836)",0.6049543619155884
"(1513, 2777, 511)",0.6049525737762451
"(385, 5107, 567)",0.6049520969390869
"(1577, 2721, 3439)",0.6049508452415466
"(568, 4177, 567)",0.6049491167068481
"(4417, 1963, 1933)",0.6049479842185974
"(4952, 2446, 2447)",0.604947030544281
"(1844, 1837, 3190)",0.6049460768699646
"(1960, 3257, 1490)",0.6049453616142273
"(1809, 1386, 4418)",0.6049448251724243
"(1339, 1870, 2775)",0.6049418449401855
"(1800, 4177, 1836, 1837)",0.6049383878707886
"(1800, 2297, 4367)",0.6049360036849976
"(2722, 2718, 2962)",0.6049355864524841
"(4291, 309, 1382)",0.6049348711967468
"(1800, 2297, 3021)",0.6049340963363647
"(1410, 1470, 2775)",0.6049338579177856
"(4417, 1577, 2473)",0.6049322485923767
"(1844, 1382, 3999)",0.6049315929412842
"(1569, 2354, 3017)",0.6049293279647827
"(1960, 3017, 2354)",0.6049274802207947
"(2029, 2973, 1743)",0.6049267649650574
"(1968, 5012, 2541)",0.6049261689186096
"(128, 1953, 4347)",0.6049204468727112
"(2297, 4555, 1382)",0.6049197316169739
"(1800, 1836, 4454)",0.6049187779426575
"(3219, 1446, 1390)",0.6049177050590515
"(1825, 2122, 3174)",0.6049171090126038
"(1800, 1844, 3021)",0.6049161553382874
"(1800, 4395, 1836)",0.6049134731292725
"(1481, 5322, 1351)",0.6049124598503113
"(4378, 1963, 1446)",0.6049124002456665
"(1800, 4450, 1836)",0.6049116849899292
"(568, 4454, 567)",0.6049115061759949
"(32, 626, 4518)",0.6049109697341919
"(1545, 1870, 2775)",0.6049103140830994
"(3075, 1844, 1383)",0.6049094200134277
"(128, 1953, 4329)",0.6049092411994934
"(1800, 25, 1836, 4177)",0.604907214641571
"(2297, 3562, 1382)",0.6049071550369263
"(3310, 1526, 687)",0.6049039363861084
"(3656, 1565, 1566)",0.6049028038978577
"(128, 1953, 3788)",0.6049017310142517
"(1410, 1435, 2775)",0.604901134967804
"(1953, 2718, 3903)",0.604901134967804
"(2057, 1446, 3903)",0.6049001812934875
"(1386, 4418, 1382)",0.6048991084098816
"(2297, 1836, 3079)",0.6048981547355652
"(2775, 2331, 1943)",0.6048979759216309
"(1800, 4449, 1836)",0.6048958897590637
"(2297, 1382, 4614)",0.6048939228057861
"(1954, 2956, 1390)",0.6048936247825623
"(128, 4178, 660)",0.6048930883407593
"(1339, 2030, 2775)",0.6048926115036011
"(1414, 182, 4886)",0.6048914790153503
"(4169, 1386, 1799)",0.6048862338066101
"(1481, 4545, 1351)",0.6048839688301086
"(2440, 2178, 4995)",0.6048837900161743
"(2356, 2133, 2796)",0.6048833131790161
"(1800, 2297, 4457)",0.6048818826675415
"(386, 4622, 575)",0.6048813462257385
"(1809, 4418, 2297)",0.6048813462257385
"(1800, 4352, 1382)",0.6048804521560669
"(4451, 1836, 1382)",0.604876697063446
"(1800, 1836, 4396)",0.6048732399940491
"(4360, 1963, 1446)",0.6048712134361267
"(1800, 4458, 1836)",0.6048709750175476
"(4665, 1836, 1382)",0.6048662066459656
"(3656, 2006, 1566)",0.6048660278320312
"(1800, 1836, 3198)",0.6048657298088074
"(1386, 1382, 3190)",0.6048629879951477
"(1809, 1386, 4524)",0.604861855506897
"(1800, 309, 3190)",0.6048593521118164
"(1968, 3656, 2541)",0.6048586368560791
"(2775, 1470, 2582)",0.6048577427864075
"(1953, 1963, 2956, 1446)",0.6048563718795776
"(2956, 1963, 1446, 1390)",0.6048563718795776
"(1552, 4486, 1574)",0.6048561930656433
"(4458, 1836, 1382)",0.6048540472984314
"(41, 2956, 2718)",0.6048537492752075
"(3560, 2297, 1382)",0.6048535108566284
"(2560, 1781, 3519)",0.6048521399497986
"(1800, 2297, 4865, 1382)",0.6048519611358643
"(2464, 2582, 2775)",0.6048508286476135
"(2973, 2022, 1551)",0.6048505902290344
"(4177, 1469, 1382)",0.604850172996521
"(3560, 25, 1836)",0.6048462390899658
"(4904, 385, 567)",0.6048456430435181
"(1800, 3562, 1836)",0.6048445105552673
"(1825, 3172, 1833)",0.604843258857727
"(2297, 1386, 4418)",0.6048378944396973
"(2031, 2973, 1743)",0.6048377156257629
"(1809, 3426, 1836)",0.6048361659049988
"(1386, 3426, 1799)",0.6048343181610107
"(4177, 25, 1837)",0.6048341393470764
"(128, 1801, 4329)",0.6048325896263123
"(1426, 3426, 1799)",0.6048310995101929
"(3983, 1481, 1351)",0.6048308610916138
"(1800, 1836, 4103)",0.6048293709754944
"(2140, 4140, 1383)",0.6048287749290466
"(2032, 2972, 1596)",0.6048280596733093
"(128, 4178, 1963, 1933)",0.6048244833946228
"(1601, 1577, 4417, 1615)",0.6048233509063721
"(1963, 3788, 1446)",0.6048223376274109
"(41, 2962, 2718)",0.604821503162384
"(3453, 2285, 1079)",0.604820966720581
"(568, 3075, 567)",0.6048202514648438
"(1836, 1837, 4103)",0.6048192977905273
"(2297, 4585, 1382)",0.6048164963722229
"(1476, 1470, 2775)",0.6048163771629333
"(1704, 1339, 2775)",0.6048153042793274
"(3017, 1490, 1478)",0.6048151254653931
"(2297, 1837, 3190)",0.6048130393028259
"(1481, 4948, 1351)",0.6048130393028259
"(2560, 1825, 3177)",0.6048114895820618
"(1349, 2582, 2775)",0.6048111915588379
"(1704, 2775, 1943)",0.6048099994659424
"(1800, 1836, 3560, 1382)",0.6048068404197693
"(1953, 4178, 1963, 1933)",0.604806125164032
"(1801, 1953, 3219)",0.6048038005828857
"(1837, 3190, 1383)",0.6048028469085693
"(685, 3310, 687)",0.6048017740249634
"(1962, 1436, 4807)",0.6048014163970947
"(2081, 2301, 2981)",0.604800820350647
"(1953, 1963, 1933, 4347)",0.6047999858856201
"(2775, 1870, 1943)",0.6047995090484619
"(1801, 1953, 2956)",0.6047994494438171
"(3017, 2354, 1478)",0.6047986149787903
"(5018, 2446, 2447)",0.6047943830490112
"(2473, 3201, 2487)",0.6047941446304321
"(4624, 385, 567)",0.6047936081886292
"(1800, 3021, 1837)",0.6047875881195068
"(2529, 1349, 2775)",0.6047866344451904
"(1963, 1933, 3271)",0.6047847270965576
"(568, 4731, 567)",0.6047844886779785
"(1611, 4446, 1471)",0.604784369468689
"(1800, 1836, 4647)",0.6047834753990173
"(2560, 1781, 4350)",0.604783296585083
"(1641, 3017, 1333)",0.6047823429107666
"(1457, 1466, 2796)",0.6047810912132263
"(1743, 2973, 1551)",0.6047806739807129
"(2297, 4524, 1837)",0.6047765016555786
"(1960, 1641, 3144)",0.60477614402771
"(128, 4329, 1963, 1933)",0.6047734618186951
"(3021, 1844, 1837)",0.6047734618186951
"(1809, 3426, 1799)",0.6047707200050354
"(4888, 385, 567)",0.604767918586731
"(1968, 4848, 2541)",0.6047621965408325
"(2330, 3395, 2230)",0.6047613620758057
"(3976, 1665, 2598)",0.6047599911689758
"(89, 2718, 3903)",0.6047587990760803
"(2297, 1382, 4367)",0.6047583818435669
"(1800, 4665, 1836)",0.6047554612159729
"(1960, 3017, 1490, 2354)",0.6047546863555908
"(1800, 4424, 1837)",0.6047541499137878
"(1809, 4418, 1799)",0.6047539710998535
"(128, 1953, 4473)",0.6047523617744446
"(1466, 2796, 2133)",0.6047487854957581
"(2161, 2057, 3212)",0.6047481298446655
"(4652, 1446, 1390)",0.6047477126121521
"(128, 2956, 660)",0.6047457456588745
"(4608, 1697, 1740)",0.6047434210777283
"(4328, 1963, 1446)",0.604743242263794
"(1963, 1446, 4359)",0.6047425866127014
"(4177, 25, 1811)",0.6047422289848328
"(386, 4573, 575)",0.6047416925430298
"(2775, 1339, 1983)",0.6047413349151611
"(4332, 2028, 1382)",0.6047380566596985
"(2297, 4418, 1837)",0.6047371029853821
"(2331, 1470, 2775)",0.6047362685203552
"(3834, 2004, 253)",0.6047351360321045
"(1809, 1386, 3426)",0.6047337651252747
"(4975, 863, 687)",0.6047331690788269
"(1979, 1484, 5029)",0.6047307848930359
"(1641, 1490, 3276)",0.6047306060791016
"(1800, 1844, 4175)",0.6047285199165344
"(1499, 3085, 54)",0.6047245860099792
"(1561, 3085, 2374)",0.6047223210334778
"(1352, 3075, 1844)",0.6047204732894897
"(1800, 1844, 3999)",0.6047175526618958
"(2959, 1577, 1615)",0.6047168374061584
"(1953, 1963, 4329, 1446)",0.6047159433364868
"(1561, 1499, 3085)",0.6047158241271973
"(3656, 2014, 2006)",0.6047142148017883
"(5017, 2446, 2447)",0.6047127842903137
"(1953, 3174, 1703)",0.6047115325927734
"(4350, 1963, 1446)",0.60471111536026
"(2297, 3021, 1382)",0.6047108769416809
"(128, 4371, 1963, 1933)",0.6047092080116272
"(2275, 2718, 3903)",0.6047070026397705
"(2297, 4916, 1382)",0.6047064661979675
"(1936, 1970, 3421)",0.6047064661979675
"(385, 5172, 567)",0.604705274105072
"(2560, 1825, 4350)",0.6047048568725586
"(1836, 1382, 4103)",0.6047015190124512
"(1800, 2297, 4431)",0.6047012805938721
"(385, 4581, 567)",0.6046950221061707
"(1962, 1436, 4806)",0.6046944260597229
"(128, 1953, 4328)",0.6046940088272095
"(1800, 1836, 3029)",0.6046921610832214
"(385, 4597, 567)",0.604691743850708
"(1705, 3212, 2057)",0.6046916246414185
"(1800, 3190, 1837, 1382)",0.604691207408905
"(1800, 25, 4177, 2297)",0.6046909093856812
"(1953, 1963, 1933, 3222)",0.604690432548523
"(1800, 25, 1836, 3793)",0.6046901345252991
"(1386, 4454, 1799)",0.6046895384788513
"(3174, 1963, 1446)",0.6046890616416931
"(3983, 1310, 1351)",0.6046876311302185
"(1601, 2722, 3439)",0.6046864986419678
"(2297, 1844, 3190)",0.604684591293335
"(1800, 3426, 1844)",0.6046815514564514
"(1704, 1470, 2775)",0.6046785116195679
"(2973, 2029, 1782, 1743)",0.6046776175498962
"(2330, 5276, 2230)",0.6046775579452515
"(128, 1953, 4347, 1933)",0.6046772003173828
"(2025, 2721, 3439)",0.6046755313873291
"(1481, 5097, 1351)",0.6046754717826843
"(1968, 1555, 3276)",0.6046754121780396
"(1782, 2973, 1558, 1743)",0.6046745777130127
"(1800, 1844, 4549)",0.6046738028526306
"(2560, 3177, 1781)",0.6046735644340515
"(5096, 1481, 1351)",0.6046732664108276
"(2074, 2539, 3086)",0.6046725511550903
"(4177, 25, 2399)",0.6046701669692993
"(1825, 3177, 1703)",0.6046696901321411
"(1953, 3177, 1703)",0.604667067527771
"(1800, 1844, 5055)",0.6046659350395203
"(3426, 1836, 1799)",0.6046658158302307
"(1825, 3183, 1833)",0.6046656966209412
"(1761, 1490, 3017)",0.6046627759933472
"(385, 5062, 567)",0.6046621799468994
"(3682, 1380, 1518)",0.6046585440635681
"(533, 3174, 1703)",0.6046574115753174
"(1968, 3144, 2541)",0.6046570539474487
"(4545, 2395, 182)",0.6046561598777771
"(4372, 1469, 1703)",0.6046484708786011
"(128, 1953, 1963, 2956, 1933)",0.6046478748321533
"(2302, 3693, 1510)",0.604647159576416
"(4418, 1837, 1382)",0.6046445369720459
"(385, 4141, 567)",0.6046442985534668
"(568, 4573, 574, 567)",0.6046438813209534
"(2025, 2275, 2959)",0.6046401262283325
"(4177, 1809, 1837)",0.6046397089958191
"(128, 660, 4359)",0.6046395897865295
"(1825, 2122, 3171)",0.6046387553215027
"(2057, 3219, 1446)",0.6046339273452759
"(2953, 1499, 54)",0.6046332716941833
"(1953, 1963, 1446, 4347)",0.6046318411827087
"(2497, 2042, 3075)",0.604631781578064
"(1924, 5483, 516)",0.6046310663223267
"(513, 5395, 1366)",0.6046300530433655
"(1809, 4454, 1799)",0.6046285629272461
"(2560, 1825, 3174)",0.6046256422996521
"(3682, 1380, 1534)",0.6046242117881775
"(1963, 4357, 1446)",0.6046234965324402
"(128, 4473, 1963, 1933)",0.6046233773231506
"(3426, 1844, 1837)",0.6046227216720581
"(1800, 4585, 1836)",0.6046199798583984
"(1800, 4338, 1836)",0.6046198010444641
"(1825, 3519, 1833)",0.604619562625885
"(1481, 4873, 1351)",0.6046178936958313
"(1800, 3075, 1836)",0.6046178340911865
"(128, 660, 4652)",0.6046175360679626
"(2057, 1446, 1390, 3903)",0.6046169400215149
"(128, 1953, 2959)",0.6046164035797119
"(1578, 4446, 2351)",0.604616105556488
"(1809, 3426, 1382)",0.6046144366264343
"(128, 1953, 3903)",0.6046142578125
"(1800, 1836, 4431)",0.6046136617660522
"(4360, 2057, 1446)",0.6046131253242493
"(1585, 2582, 2775)",0.6046128869056702
"(4328, 1953, 1703)",0.6046123504638672
"(1776, 3834, 251)",0.6046122312545776
"(4585, 1836, 1382)",0.6046118140220642
"(4708, 1697, 1740)",0.6046113967895508
"(1968, 3656, 1555)",0.6046109199523926
"(1809, 1386, 3079)",0.6046080589294434
"(1298, 2133, 2911)",0.6046064496040344
"(4291, 1844, 1382)",0.6046041250228882
"(2033, 2029, 2973)",0.6046018004417419
"(4523, 1844, 1837)",0.6046018004417419
"(1481, 2058, 4545)",0.6045995950698853
"(1360, 2775, 1943)",0.6045989990234375
"(568, 4638, 567)",0.6045989990234375
"(2591, 3085, 2159)",0.6045969128608704
"(2330, 2230, 4602)",0.6045939326286316
"(760, 762, 3349)",0.6045929193496704
"(5019, 2446, 2447)",0.6045926213264465
"(1800, 4457, 1836)",0.6045911312103271
"(1386, 4549, 1799)",0.6045876145362854
"(1809, 3426, 1837)",0.6045863628387451
"(251, 253, 5343)",0.6045843362808228
"(1800, 2297, 1382, 3999)",0.6045820713043213
"(4426, 1836, 1382)",0.6045806407928467
"(4545, 85, 1414)",0.6045801043510437
"(2775, 2331, 1359)",0.6045799851417542
"(1499, 2156, 3085)",0.6045798063278198
"(4032, 427, 2111)",0.6045790314674377
"(2946, 1963, 1933)",0.6045783758163452
"(1800, 3051, 1836)",0.6045778393745422
"(2161, 523, 3212)",0.6045769453048706
"(3426, 1844, 1382)",0.6045763492584229
"(1800, 2297, 1836, 3021)",0.6045758128166199
"(1800, 1836, 4471)",0.6045755743980408
"(1800, 4448, 1836)",0.604571521282196
"(1618, 4486, 1607)",0.6045714616775513
"(1809, 1386, 4454)",0.6045710444450378
"(128, 1953, 4000)",0.6045703887939453
"(3536, 1962, 1436)",0.6045700907707214
"(4417, 1963, 1446)",0.6045697927474976
"(1464, 2018, 5386)",0.6045687794685364
"(2560, 1825, 3519)",0.604566216468811
"(1577, 2185, 2959)",0.6045660376548767
"(1837, 309, 3190)",0.6045657992362976
"(1825, 3174, 1703)",0.6045653820037842
"(2297, 4555, 1837)",0.6045652627944946
"(1800, 1386, 3426)",0.6045651435852051
"(3190, 1382, 1383)",0.6045650839805603
"(1552, 1574, 4407)",0.6045643091201782
"(1825, 2122, 3519)",0.6045622229576111
"(2560, 1825, 4178)",0.6045615077018738
"(2297, 1382, 4663)",0.604560911655426
"(4768, 2058, 1351)",0.6045599579811096
"(3166, 2362, 2118)",0.6045586466789246
"(568, 4332, 1382)",0.6045556664466858
"(1761, 2354, 3017)",0.6045545339584351
"(3075, 1844, 1382)",0.6045542359352112
"(1416, 3755, 1430)",0.6045538783073425
"(3200, 1226, 1093)",0.6045535206794739
"(4417, 2025, 2721)",0.6045528650283813
"(4169, 1809, 1386)",0.6045502424240112
"(3075, 2071, 1383)",0.6045501828193665
"(2482, 5030, 2199)",0.6045497059822083
"(2973, 2029, 1558, 1743)",0.6045486927032471
"(4549, 1809, 2297)",0.6045486927032471
"(3177, 533, 1703)",0.6045478582382202
"(1800, 25, 3560)",0.6045477390289307
"(1800, 2297, 4638)",0.6045471429824829
"(128, 1953, 4360)",0.6045460104942322
"(1240, 2298, 5179)",0.6045448184013367
"(568, 3211, 567)",0.6045445799827576
"(4169, 1809, 1799)",0.6045436859130859
"(128, 1953, 4549)",0.604543149471283
"(568, 3793, 309)",0.6045428514480591
"(2052, 2029, 2973, 1743)",0.6045417785644531
"(3144, 2591, 2159)",0.6045404672622681
"(128, 1953, 4581)",0.6045396327972412
"(1844, 1837, 4103)",0.6045392155647278
"(1786, 1837, 4103)",0.6045375466346741
"(1800, 2297, 1382, 4614)",0.6045375466346741
"(1825, 1781, 3519)",0.6045372486114502
"(4545, 2058, 1351)",0.604536771774292
"(2356, 2686, 2796)",0.6045350432395935
"(1953, 4347, 1703)",0.6045337915420532
"(1800, 4426, 1836)",0.6045323610305786
"(2298, 1781, 3519)",0.6045322418212891
"(1953, 1963, 3212, 1933)",0.6045316457748413
"(1963, 1446, 1390, 4347)",0.6045314073562622
"(25, 1836, 4103)",0.604529619216919
"(4545, 1310, 1039)",0.6045282483100891
"(385, 4140, 567)",0.6045276522636414
"(2706, 92, 3535)",0.6045262217521667
"(1466, 1282, 2911)",0.6045244336128235
"(2473, 2275, 2959)",0.604520857334137
"(1762, 1349, 2775)",0.6045201420783997
"(1800, 1382, 4103)",0.6045190691947937
"(4466, 1963, 1933)",0.604518473148346
"(1996, 4446, 2351)",0.6045180559158325
"(2441, 3222, 1102)",0.6045174598693848
"(4000, 1963, 1446)",0.6045173406600952
"(385, 3834, 567)",0.604515016078949
"(3177, 1963, 1446)",0.6045144200325012
"(385, 4660, 567)",0.6045143604278564
"(1386, 1382, 4175)",0.6045137643814087
"(1800, 25, 3793, 2297)",0.60451340675354
"(1825, 2122, 3172)",0.6045132279396057
"(1960, 1641, 3276)",0.6045131087303162
"(1490, 634, 3017)",0.6045129299163818
"(2302, 3438, 1510)",0.6045127511024475
"(1506, 5524, 1862)",0.6045122146606445
"(3560, 1836, 2071)",0.6045122146606445
"(385, 4614, 567)",0.604510486125946
"(1377, 3682, 1335)",0.6045103669166565
"(2177, 2131, 2796)",0.6045098304748535
"(251, 253, 4103)",0.6045094132423401
"(4449, 1836, 1382)",0.6045094132423401
"(128, 4371, 660)",0.604509174823761
"(1601, 2473, 2959)",0.6045085787773132
"(1762, 1470, 2775)",0.6045078039169312
"(1800, 3075, 1844)",0.6045069694519043
"(1585, 1349, 2775)",0.6045037508010864
"(1953, 1963, 1446, 3903)",0.6045032143592834
"(385, 3199, 567)",0.6045025587081909
"(1800, 1836, 309, 3190)",0.6045019626617432
"(2057, 3212, 1469)",0.6044987440109253
"(2512, 2973, 2606)",0.6044984459877014
"(2297, 1382, 4638)",0.6044980883598328
"(4360, 89, 2473)",0.6044978499412537
"(1953, 2275, 2956)",0.6044976711273193
"(1800, 1386, 1382, 3190)",0.6044976115226746
"(1837, 1382, 4175)",0.604497492313385
"(2025, 4466, 2721)",0.6044949889183044
"(4169, 1426, 1844)",0.6044940948486328
"(5145, 2475, 2446)",0.6044932007789612
"(1410, 2775, 1470, 1943)",0.6044927835464478
"(1800, 25, 4177, 309)",0.6044925451278687
"(5432, 1252, 1991)",0.6044924259185791
"(1800, 1837, 4103)",0.6044899821281433
"(25, 1836, 3199)",0.6044897437095642
"(1339, 1396, 2775)",0.6044897437095642
"(1960, 3017, 1478)",0.6044896245002747
"(2057, 1446, 2959)",0.6044892072677612
"(1968, 5331, 2541)",0.6044891476631165
"(1963, 1446, 4374)",0.6044890284538269
"(2395, 4886, 2271)",0.6044887900352478
"(1464, 1346, 5386)",0.6044884920120239
"(1800, 3427, 1836)",0.604487419128418
"(4376, 1963, 1446)",0.604483962059021
"(680, 2973, 1782, 1743)",0.6044838428497314
"(4923, 1836, 1382)",0.6044831275939941
"(4536, 386, 575)",0.6044809818267822
"(1585, 1435, 2775)",0.6044790744781494
"(128, 4359, 2599)",0.6044784188270569
"(1963, 4372, 1446)",0.6044779419898987
"(128, 660, 4357)",0.6044771075248718
"(2722, 3439, 2487)",0.6044763326644897
"(4948, 2534, 1351)",0.6044758558273315
"(1968, 3276, 1566)",0.6044749021530151
